TAZID,commercial,resident,industrial,public,transport,other
4191,0.164734,0.15879,0.164242,0.155613,0.184401,0.17222
4192,0.158823,0.155049,0.166042,0.155587,0.191378,0.173122
4193,0.160844,0.156523,0.165999,0.155494,0.188871,0.172269
4194,0.163315,0.157847,0.164857,0.156166,0.185003,0.172812
4195,0.169642,0.162322,0.159671,0.155266,0.181066,0.172033
4196,0.163398,0.158022,0.164644,0.156166,0.184881,0.17289
4197,0.16477,0.158813,0.164188,0.155663,0.184527,0.172039
4198,0.163459,0.157838,0.164516,0.156449,0.184819,0.172918
4199,0.163269,0.158004,0.164803,0.155961,0.185314,0.172649
4200,0.162723,0.15747,0.165096,0.156019,0.185945,0.172748
4201,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4202,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4203,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4204,0.166663,0.160083,0.162526,0.155511,0.183054,0.172162
4205,0.163483,0.157928,0.164617,0.156133,0.184948,0.172891
4206,0.162451,0.157117,0.164937,0.156472,0.186314,0.17271
4207,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4208,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4209,0.163211,0.158142,0.164717,0.155834,0.185497,0.172601
4210,0.166483,0.160126,0.162558,0.15537,0.183467,0.171997
4211,0.169498,0.162447,0.159671,0.155242,0.181394,0.171748
4212,0.15792,0.153943,0.167021,0.15433,0.194444,0.172341
4213,0.161865,0.157064,0.165367,0.156018,0.187249,0.172438
4214,0.160041,0.155896,0.165955,0.155562,0.189906,0.172639
4215,0.158106,0.154206,0.166877,0.154573,0.193692,0.172545
4216,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4217,0.168173,0.161433,0.161006,0.155426,0.182326,0.171634
4218,0.163189,0.158089,0.164792,0.155822,0.185528,0.17258
4219,0.163282,0.157942,0.164775,0.156222,0.185,0.17278
4220,0.161339,0.156495,0.165688,0.155893,0.188046,0.172537
4221,0.158532,0.154248,0.166457,0.154679,0.193138,0.172946
4222,0.158318,0.154117,0.166832,0.15478,0.193278,0.172676
4223,0.165009,0.158756,0.164091,0.155511,0.183937,0.172697
4224,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4225,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4226,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4227,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4228,0.163599,0.157876,0.164631,0.156205,0.184798,0.17289
4229,0.163358,0.158,0.164644,0.156073,0.185035,0.17289
4230,0.158415,0.154261,0.166778,0.154637,0.193342,0.172567
4231,0.160723,0.156205,0.165838,0.155672,0.189003,0.172558
4232,0.160658,0.156122,0.166006,0.155381,0.189174,0.172658
4233,0.161419,0.157169,0.165726,0.15565,0.188043,0.171993
4234,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4235,0.162297,0.157181,0.165147,0.156299,0.186408,0.172668
4236,0.158397,0.15428,0.166613,0.154791,0.193198,0.17272
4237,0.161738,0.157049,0.165458,0.155982,0.187284,0.172489
4238,0.163433,0.158104,0.164609,0.156044,0.184898,0.172912
4239,0.166432,0.160146,0.162584,0.155385,0.183568,0.171885
4240,0.162327,0.15739,0.164843,0.156543,0.186127,0.17277
4241,0.161752,0.157038,0.165495,0.155932,0.187275,0.172509
4242,0.158395,0.154151,0.166702,0.154818,0.193326,0.172607
4243,0.161728,0.157107,0.165487,0.155956,0.187312,0.172409
4244,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4245,0.169588,0.162118,0.159952,0.155123,0.181133,0.172087
4246,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4247,0.166475,0.159952,0.162753,0.155773,0.182935,0.172111
4248,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4249,0.164915,0.158815,0.164258,0.155461,0.184331,0.17222
4250,0.163407,0.15797,0.164881,0.155717,0.185134,0.172891
4251,0.161945,0.157084,0.165292,0.156039,0.187054,0.172585
4252,0.162074,0.157003,0.165206,0.156171,0.186806,0.172739
4253,0.157761,0.154104,0.166579,0.154942,0.194121,0.172493
4254,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4255,0.158425,0.154203,0.166529,0.154942,0.193093,0.172808
4256,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4257,0.16099,0.156488,0.166021,0.155698,0.188552,0.172251
4258,0.160696,0.156248,0.165852,0.15589,0.188669,0.172645
4259,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4260,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4261,0.161241,0.15674,0.165441,0.155953,0.188014,0.172611
4262,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4263,0.161933,0.15713,0.165349,0.156195,0.186814,0.17258
4264,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4265,0.161546,0.157205,0.165249,0.156176,0.187338,0.172486
4266,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4267,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4268,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4269,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4270,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4271,0.161123,0.156504,0.165773,0.15572,0.188497,0.172384
4272,0.158137,0.153866,0.167181,0.154644,0.193827,0.172346
4273,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4274,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4275,0.166725,0.159965,0.162552,0.155371,0.182921,0.172467
4276,0.166644,0.160037,0.162498,0.155407,0.183381,0.172034
4277,0.158129,0.154049,0.1669,0.154945,0.193743,0.172234
4278,0.158368,0.15426,0.166662,0.154662,0.193186,0.172863
4279,0.165046,0.158621,0.164025,0.155825,0.183698,0.172786
4280,0.163747,0.157765,0.164914,0.156062,0.184806,0.172707
4281,0.169541,0.1623,0.159758,0.155206,0.181129,0.172066
4282,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4283,0.160389,0.156029,0.165884,0.155669,0.18936,0.172669
4284,0.158788,0.154716,0.16644,0.155365,0.191735,0.172955
4285,0.166678,0.159931,0.162608,0.155354,0.183149,0.17228
4286,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4287,0.161046,0.156555,0.165749,0.155708,0.188446,0.172496
4288,0.158955,0.155012,0.166008,0.155718,0.191171,0.173137
4289,0.158768,0.154995,0.165517,0.156433,0.190783,0.173504
4290,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4291,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4292,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4293,0.166648,0.160034,0.162661,0.155332,0.183214,0.172111
4294,0.164909,0.158754,0.164145,0.15566,0.184305,0.172228
4295,0.160909,0.156613,0.165868,0.155598,0.188595,0.172417
4296,0.161678,0.157069,0.165414,0.155835,0.187609,0.172395
4297,0.164961,0.158822,0.164147,0.155536,0.184111,0.172423
4298,0.161127,0.156695,0.165748,0.155615,0.188298,0.172518
4299,0.161983,0.157327,0.165194,0.155944,0.186868,0.172685
4300,0.158717,0.154276,0.166592,0.155129,0.192512,0.172776
4301,0.160485,0.15623,0.16599,0.155353,0.189351,0.172592
4302,0.169686,0.162133,0.159813,0.155281,0.181052,0.172035
4303,0.162122,0.157276,0.165225,0.156117,0.186715,0.172545
4304,0.166245,0.160444,0.162701,0.155558,0.183764,0.171288
4305,0.163289,0.157895,0.164793,0.156172,0.185225,0.172626
4306,0.161248,0.156672,0.165567,0.155838,0.188045,0.17263
4307,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4308,0.166717,0.160033,0.162611,0.155557,0.182737,0.172344
4309,0.16316,0.158121,0.164851,0.15573,0.18582,0.172317
4310,0.157938,0.154018,0.16704,0.154606,0.194277,0.172121
4311,0.163526,0.158161,0.164557,0.156108,0.184641,0.173007
4312,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4313,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4314,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4315,0.166656,0.160082,0.162649,0.15535,0.183014,0.17225
4316,0.166764,0.160027,0.162572,0.155381,0.182508,0.172748
4317,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4318,0.163251,0.158118,0.164457,0.156685,0.184841,0.172648
4319,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4320,0.161122,0.156702,0.165402,0.155788,0.188277,0.172709
4321,0.166438,0.160175,0.162584,0.155387,0.183783,0.171633
4322,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4323,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4324,0.157541,0.15421,0.166627,0.154527,0.195269,0.171826
4325,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4326,0.165121,0.158488,0.164171,0.155671,0.18369,0.172858
4327,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4328,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4329,0.158703,0.154607,0.166541,0.154964,0.192366,0.17282
4330,0.159907,0.155706,0.166246,0.155276,0.19024,0.172624
4331,0.1665,0.160255,0.16281,0.155049,0.183892,0.171494
4332,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4333,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4334,0.158697,0.154736,0.166389,0.155356,0.191791,0.17303
4335,0.163345,0.15783,0.16487,0.156127,0.18503,0.172798
4336,0.163643,0.158016,0.164483,0.156231,0.184656,0.172972
4337,0.160269,0.155983,0.165874,0.155784,0.189405,0.172686
4338,0.158408,0.154308,0.166876,0.154885,0.19253,0.172993
4339,0.166639,0.160149,0.162552,0.155157,0.183378,0.172125
4340,0.168177,0.161575,0.161089,0.155226,0.182555,0.171379
4341,0.163244,0.157972,0.164777,0.155959,0.185328,0.17272
4342,0.158645,0.154591,0.166498,0.155087,0.192405,0.172774
4343,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4344,0.160501,0.156268,0.165984,0.155381,0.189154,0.172712
4345,0.161825,0.1571,0.165323,0.156202,0.186991,0.172558
4346,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4347,0.165018,0.158536,0.164162,0.155652,0.183789,0.172843
4348,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4349,0.162045,0.157078,0.165331,0.156147,0.186826,0.172574
4350,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4351,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4352,0.166879,0.159682,0.162751,0.155404,0.182904,0.172379
4353,0.158752,0.154407,0.166699,0.15498,0.192474,0.172687
4354,0.161098,0.156668,0.165627,0.155725,0.188247,0.172635
4355,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4356,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4357,0.164677,0.158973,0.164127,0.155406,0.184836,0.171981
4358,0.161006,0.156442,0.165852,0.155704,0.188448,0.172549
4359,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4360,0.169541,0.162378,0.159775,0.15516,0.181412,0.171733
4361,0.163545,0.158087,0.164598,0.156021,0.184704,0.173045
4362,0.158485,0.15421,0.166713,0.154854,0.192974,0.172764
4363,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4364,0.166686,0.160033,0.162622,0.155337,0.183189,0.172133
4365,0.160941,0.15644,0.165731,0.155772,0.188554,0.172561
4366,0.163394,0.158023,0.164792,0.155935,0.185016,0.172841
4367,0.160844,0.156583,0.165792,0.155735,0.188798,0.172248
4368,0.164899,0.158758,0.164082,0.155668,0.184103,0.172489
4369,0.166619,0.160144,0.162449,0.155515,0.183391,0.171882
4370,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4371,0.166667,0.160001,0.162626,0.155227,0.183392,0.172088
4372,0.166567,0.160123,0.162698,0.155415,0.183168,0.172029
4373,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4374,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4375,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4376,0.161877,0.157301,0.165486,0.1559,0.187097,0.172339
4377,0.158479,0.154238,0.166581,0.15492,0.193075,0.172708
4378,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4379,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4380,0.161813,0.157013,0.165384,0.155887,0.187252,0.172652
4381,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4382,0.158433,0.154541,0.166749,0.154603,0.192866,0.172807
4383,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4384,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4385,0.161977,0.157074,0.165148,0.156036,0.187164,0.172601
4386,0.158729,0.154683,0.166413,0.155158,0.192111,0.172906
4387,0.158531,0.1546,0.166472,0.155147,0.192501,0.172749
4388,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4389,0.163326,0.157924,0.164736,0.156021,0.185138,0.172855
4390,0.15968,0.155766,0.166428,0.15511,0.190706,0.172309
4391,0.161936,0.157134,0.165215,0.156152,0.18693,0.172633
4392,0.158785,0.154465,0.166592,0.155083,0.192415,0.172661
4393,0.165089,0.158623,0.164173,0.155543,0.183838,0.172734
4394,0.158364,0.154073,0.166855,0.154739,0.193378,0.17259
4395,0.158253,0.154461,0.166533,0.155128,0.192999,0.172627
4396,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4397,0.166542,0.160162,0.162298,0.155322,0.183464,0.172212
4398,0.158185,0.153979,0.167035,0.15461,0.193719,0.172471
4399,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4400,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4401,0.166535,0.160058,0.162712,0.155308,0.183531,0.171856
4402,0.162023,0.157207,0.165276,0.156238,0.186624,0.172631
4403,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4404,0.164877,0.158792,0.16419,0.155672,0.184297,0.172172
4405,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4406,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4407,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4408,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4409,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4410,0.165088,0.158545,0.16417,0.155621,0.184007,0.172568
4411,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4412,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4413,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4414,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4415,0.163413,0.15779,0.165011,0.155763,0.185357,0.172667
4416,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4417,0.16319,0.158027,0.164984,0.156154,0.185766,0.171879
4418,0.158439,0.154254,0.166747,0.154686,0.193198,0.172676
4419,0.161738,0.157018,0.165536,0.15583,0.187381,0.172497
4420,0.161629,0.15736,0.165342,0.15588,0.187375,0.172414
4421,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4422,0.16948,0.162497,0.159779,0.155181,0.181542,0.171521
4423,0.160127,0.155706,0.166221,0.155451,0.189965,0.172529
4424,0.166652,0.160052,0.162535,0.15536,0.183109,0.172293
4425,0.158639,0.154515,0.166601,0.154882,0.192566,0.172797
4426,0.161004,0.156557,0.165787,0.155717,0.188429,0.172506
4427,0.161974,0.156959,0.165284,0.156161,0.187158,0.172464
4428,0.166573,0.160051,0.162631,0.155308,0.183121,0.172316
4429,0.164921,0.158697,0.164189,0.155494,0.184251,0.172448
4430,0.158758,0.154379,0.166475,0.155045,0.192672,0.172671
4431,0.162995,0.158106,0.164817,0.155842,0.185846,0.172394
4432,0.16093,0.156636,0.165676,0.15567,0.188388,0.172699
4433,0.160123,0.155798,0.166178,0.15532,0.190089,0.172491
4434,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4435,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4436,0.158604,0.154234,0.166735,0.154933,0.192897,0.172597
4437,0.163205,0.15801,0.164806,0.155798,0.185558,0.172622
4438,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4439,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4440,0.158949,0.155246,0.166046,0.155864,0.190774,0.173121
4441,0.1622,0.157201,0.165381,0.156171,0.186497,0.17255
4442,0.163281,0.158071,0.164908,0.155911,0.185258,0.17257
4443,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4444,0.161682,0.156802,0.165333,0.156082,0.18744,0.172661
4445,0.162097,0.15708,0.165074,0.156364,0.186482,0.172903
4446,0.16009,0.15601,0.166263,0.155283,0.18997,0.172385
4447,0.16658,0.160085,0.162536,0.155516,0.183199,0.172085
4448,0.161899,0.15705,0.165329,0.156037,0.187071,0.172615
4449,0.158485,0.154874,0.16663,0.155131,0.191974,0.172905
4450,0.160752,0.156296,0.165769,0.155726,0.188848,0.172609
4451,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4452,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4453,0.166763,0.15992,0.162611,0.155478,0.182998,0.172229
4454,0.158661,0.155184,0.166167,0.155577,0.191314,0.173097
4455,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4456,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4457,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4458,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4459,0.158874,0.154496,0.166388,0.15535,0.192092,0.172799
4460,0.161777,0.157026,0.165551,0.155837,0.187503,0.172307
4461,0.158354,0.154493,0.166522,0.154674,0.192931,0.173026
4462,0.158342,0.154164,0.166957,0.154634,0.193395,0.172509
4463,0.169593,0.162163,0.159667,0.155418,0.18108,0.172079
4464,0.166827,0.15979,0.162611,0.155313,0.182869,0.172591
4465,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4466,0.168283,0.16131,0.161097,0.155241,0.182111,0.171956
4467,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4468,0.166336,0.160017,0.162747,0.155278,0.183738,0.171884
4469,0.161636,0.157074,0.165545,0.155691,0.187765,0.172289
4470,0.158949,0.155042,0.16575,0.155559,0.19114,0.173559
4471,0.15993,0.155607,0.166126,0.155578,0.190219,0.172541
4472,0.158563,0.154214,0.166682,0.154941,0.192867,0.172734
4473,0.161207,0.156834,0.165406,0.155733,0.188199,0.172621
4474,0.15872,0.15455,0.166351,0.155351,0.192216,0.172812
4475,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4476,0.166674,0.159738,0.162974,0.155174,0.183357,0.172082
4477,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4478,0.158783,0.154213,0.166837,0.155088,0.192452,0.172627
4479,0.161048,0.156539,0.165606,0.155881,0.188324,0.172602
4480,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4481,0.162488,0.157515,0.165022,0.156184,0.186091,0.172699
4482,0.158609,0.15451,0.166379,0.155023,0.192503,0.172977
4483,0.163237,0.1582,0.164705,0.156042,0.185454,0.172362
4484,0.163503,0.158292,0.164427,0.156113,0.184759,0.172907
4485,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4486,0.163697,0.158152,0.164224,0.156378,0.1846,0.17295
4487,0.163471,0.158043,0.164737,0.15645,0.184651,0.172647
4488,0.163358,0.15804,0.164727,0.156041,0.185026,0.172807
4489,0.158257,0.153931,0.16685,0.154758,0.193573,0.172631
4490,0.161087,0.1566,0.165785,0.155653,0.188336,0.172539
4491,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4492,0.158651,0.15443,0.166679,0.154709,0.19272,0.172812
4493,0.16495,0.158635,0.164306,0.155393,0.184216,0.1725
4494,0.15823,0.153612,0.166807,0.155368,0.193525,0.172458
4495,0.161004,0.156555,0.165638,0.155741,0.188408,0.172654
4496,0.161128,0.156373,0.165791,0.155898,0.188436,0.172374
4497,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4498,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4499,0.168159,0.161486,0.161031,0.155368,0.18226,0.171696
4500,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4501,0.166426,0.160191,0.162721,0.155245,0.183715,0.171702
4502,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4503,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4504,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4505,0.160453,0.156092,0.165881,0.155733,0.189138,0.172704
4506,0.166668,0.159971,0.162691,0.155315,0.18311,0.172244
4507,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4508,0.159087,0.155087,0.165824,0.155416,0.191265,0.173321
4509,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4510,0.161167,0.156604,0.165533,0.15587,0.188297,0.172529
4511,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4512,0.158811,0.154965,0.166351,0.154989,0.191628,0.173255
4513,0.161905,0.157089,0.165468,0.155911,0.187196,0.17243
4514,0.158436,0.154139,0.166906,0.154544,0.193349,0.172627
4515,0.162062,0.157004,0.165365,0.156055,0.186709,0.172804
4516,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4517,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4518,0.161629,0.157189,0.165587,0.155804,0.187653,0.172138
4519,0.163477,0.157865,0.164715,0.156256,0.184808,0.172879
4520,0.16196,0.157085,0.165278,0.156241,0.186818,0.172618
4521,0.16125,0.15669,0.165728,0.155751,0.188126,0.172455
4522,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4523,0.16957,0.162489,0.15966,0.155147,0.181116,0.172018
4524,0.169577,0.162396,0.159681,0.155253,0.181268,0.171826
4525,0.163387,0.158018,0.164673,0.15613,0.184934,0.172858
4526,0.160115,0.15565,0.166216,0.155494,0.190061,0.172462
4527,0.160393,0.156266,0.166026,0.155418,0.189385,0.172512
4528,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4529,0.162419,0.157509,0.165112,0.156395,0.185899,0.172667
4530,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4531,0.158539,0.154215,0.166463,0.155074,0.192817,0.172892
4532,0.166539,0.159934,0.162631,0.155228,0.183372,0.172296
4533,0.16692,0.159824,0.162632,0.155397,0.18279,0.172438
4534,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4535,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4536,0.166744,0.159792,0.162566,0.155662,0.18255,0.172686
4537,0.166775,0.159806,0.162758,0.155338,0.182802,0.17252
4538,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4539,0.158552,0.154411,0.166667,0.154699,0.192949,0.172723
4540,0.161158,0.156456,0.165769,0.155795,0.188275,0.172546
4541,0.158587,0.154269,0.166479,0.155204,0.192316,0.173146
4542,0.169604,0.162222,0.159636,0.155601,0.180959,0.171977
4543,0.158611,0.154705,0.166417,0.155101,0.192199,0.172967
4544,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4545,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4546,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4547,0.163271,0.158043,0.164682,0.156203,0.185031,0.172771
4548,0.158743,0.154645,0.166336,0.154961,0.19232,0.172994
4549,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4550,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4551,0.161804,0.157021,0.165497,0.155816,0.187391,0.172471
4552,0.166471,0.160293,0.162674,0.155274,0.183925,0.171364
4553,0.160424,0.156139,0.166019,0.155611,0.189341,0.172466
4554,0.163234,0.157881,0.16482,0.156219,0.185084,0.172762
4555,0.166729,0.159935,0.162697,0.154969,0.183237,0.172432
4556,0.160925,0.156229,0.165687,0.156027,0.188564,0.172567
4557,0.161856,0.157065,0.16534,0.155994,0.187202,0.172543
4558,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4559,0.161927,0.157028,0.165371,0.155919,0.187109,0.172646
4560,0.158619,0.154316,0.166577,0.15518,0.192546,0.172763
4561,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4562,0.160398,0.156055,0.166047,0.155479,0.189399,0.172622
4563,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4564,0.158061,0.154368,0.166672,0.154788,0.193142,0.17297
4565,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4566,0.161952,0.157006,0.165307,0.156287,0.186821,0.172626
4567,0.16672,0.159929,0.162742,0.155386,0.182814,0.17241
4568,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4569,0.166448,0.16014,0.162761,0.155334,0.183877,0.17144
4570,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4571,0.158871,0.154877,0.166289,0.155371,0.191513,0.173079
4572,0.163418,0.157861,0.164697,0.156266,0.184972,0.172786
4573,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4574,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4575,0.158864,0.155044,0.165984,0.156359,0.190715,0.173034
4576,0.16325,0.158147,0.164775,0.155839,0.185553,0.172436
4577,0.158576,0.154378,0.166435,0.15501,0.192708,0.172892
4578,0.157766,0.154106,0.167191,0.15424,0.19451,0.172187
4579,0.163282,0.158124,0.164784,0.156073,0.1848,0.172937
4580,0.161991,0.157321,0.165019,0.15615,0.186634,0.172884
4581,0.163162,0.158135,0.16509,0.155524,0.186387,0.171703
4582,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4583,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4584,0.158542,0.15424,0.166715,0.154721,0.193063,0.17272
4585,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4586,0.163376,0.157981,0.164809,0.15583,0.185237,0.172768
4587,0.166831,0.159827,0.162477,0.155522,0.182693,0.172649
4588,0.158874,0.154714,0.16645,0.155022,0.191973,0.172967
4589,0.166541,0.16001,0.162621,0.155566,0.183083,0.172179
4590,0.158925,0.154726,0.166278,0.155625,0.191414,0.173033
4591,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4592,0.16308,0.15828,0.16486,0.155541,0.186482,0.171758
4593,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4594,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4595,0.161978,0.157186,0.165469,0.156079,0.186835,0.172453
4596,0.161851,0.156896,0.165535,0.15602,0.187199,0.172498
4597,0.162345,0.157055,0.16487,0.15621,0.186632,0.172888
4598,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
4599,0.166848,0.159714,0.162736,0.155558,0.182636,0.172508
4600,0.166666,0.159976,0.162626,0.155409,0.183113,0.172211
4601,0.162008,0.157171,0.165179,0.156377,0.186656,0.172609
4602,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4603,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4604,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4605,0.160266,0.155862,0.16606,0.155731,0.189447,0.172634
4606,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4607,0.166293,0.160285,0.162736,0.155253,0.183864,0.171569
4608,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4609,0.163226,0.158168,0.164727,0.155835,0.185509,0.172534
4610,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
4611,0.158817,0.154674,0.166503,0.154983,0.192177,0.172846
4612,0.15815,0.154085,0.166908,0.1546,0.193714,0.172544
4613,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
