TAZ,commercial_commercial,commercial_resident,commercial_industrial,commercial_public,commercial_transport,commercial_other,resident_commercial,resident_resident,resident_industrial,resident_public,resident_transport,resident_other,industrial_commercial,industrial_resident,industrial_industrial,industrial_public,industrial_transport,industrial_other,public_commercial,public_resident,public_industrial,public_public,public_transport,public_other,transport_commercial,transport_resident,transport_industrial,transport_public,transport_transport,transport_other,other_commercial,other_resident,other_industrial,other_public,other_transport,other_other
4282,7.0,2.0,4.0,0.0,0.0,3.0,1.0,6.0,2.0,2.0,1.0,7.0,0.0,1.0,11.0,2.0,0.0,1.0,0.0,5.0,1.0,9.0,2.0,2.0,3.0,3.0,3.0,4.0,10.0,3.0,0.0,3.0,0.0,0.0,1.0,7.0
4283,10.0,1.0,4.0,1.0,2.0,2.0,0.0,6.0,2.0,0.0,2.0,3.0,3.0,3.0,6.0,3.0,1.0,4.0,1.0,4.0,2.0,7.0,3.0,3.0,0.0,2.0,4.0,3.0,5.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0
4284,8.0,2.0,1.0,4.0,1.0,2.0,0.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,8.0,1.0,4.0,0.0,3.0,1.0,1.0,15.0,1.0,3.0,3.0,2.0,3.0,2.0,9.0,1.0,1.0,2.0,0.0,1.0,1.0,9.0
4285,8.0,2.0,2.0,1.0,2.0,2.0,4.0,15.0,1.0,1.0,5.0,0.0,1.0,3.0,9.0,2.0,2.0,2.0,2.0,4.0,2.0,11.0,1.0,3.0,2.0,0.0,0.0,2.0,7.0,3.0,2.0,6.0,2.0,0.0,0.0,8.0
4286,7.0,3.0,0.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,6.0,4.0,3.0,0.0,2.0,5.0,2.0,8.0,0.0,0.0,0.0,5.0,2.0,2.0,5.0,3.0,3.0,0.0,0.0,1.0,1.0,11.0
4287,4.0,0.0,2.0,3.0,3.0,3.0,3.0,7.0,2.0,1.0,5.0,3.0,1.0,1.0,7.0,5.0,3.0,3.0,2.0,0.0,3.0,11.0,1.0,3.0,2.0,3.0,1.0,1.0,13.0,0.0,1.0,3.0,0.0,2.0,2.0,5.0
4288,9.0,2.0,2.0,3.0,3.0,4.0,2.0,5.0,4.0,1.0,1.0,3.0,3.0,4.0,10.0,3.0,0.0,2.0,3.0,3.0,0.0,14.0,2.0,1.0,2.0,2.0,0.0,2.0,8.0,1.0,1.0,3.0,0.0,1.0,5.0,9.0
4289,16.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,1.0,3.0,3.0,4.0,1.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,1.0,13.0,2.0,1.0,6.0,1.0,1.0,1.0,7.0,1.0,1.0,4.0,1.0,1.0,1.0,7.0
4290,3.0,4.0,2.0,3.0,1.0,2.0,3.0,6.0,1.0,0.0,1.0,1.0,2.0,1.0,7.0,2.0,1.0,2.0,3.0,2.0,1.0,9.0,2.0,2.0,1.0,4.0,2.0,4.0,11.0,0.0,0.0,3.0,0.0,1.0,4.0,11.0
4291,6.0,2.0,1.0,0.0,1.0,3.0,1.0,11.0,3.0,2.0,2.0,5.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,5.0,4.0,3.0,3.0,1.0,1.0,1.0,7.0,1.0,3.0,1.0,5.0,2.0,3.0,5.0
4292,5.0,1.0,0.0,2.0,1.0,1.0,3.0,10.0,1.0,3.0,4.0,6.0,5.0,1.0,8.0,5.0,2.0,0.0,1.0,1.0,2.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,8.0,2.0,2.0,3.0,1.0,2.0,2.0,8.0
4293,9.0,3.0,1.0,2.0,3.0,1.0,1.0,11.0,1.0,1.0,2.0,1.0,1.0,0.0,11.0,2.0,3.0,2.0,1.0,1.0,4.0,12.0,2.0,6.0,3.0,1.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,0.0,2.0,10.0
4294,13.0,1.0,0.0,3.0,2.0,5.0,4.0,8.0,1.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,4.0,12.0,1.0,1.0,2.0,0.0,2.0,0.0,7.0,5.0,3.0,3.0,3.0,2.0,1.0,6.0
4295,9.0,3.0,3.0,1.0,2.0,4.0,2.0,5.0,0.0,5.0,2.0,0.0,3.0,3.0,9.0,2.0,3.0,3.0,3.0,1.0,0.0,5.0,2.0,1.0,3.0,0.0,2.0,3.0,11.0,7.0,1.0,2.0,1.0,6.0,4.0,5.0
4296,6.0,1.0,1.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,1.0,2.0,3.0,0.0,8.0,1.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,3.0,5.0,3.0,3.0,0.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,10.0
4297,6.0,2.0,2.0,3.0,2.0,5.0,2.0,8.0,3.0,1.0,1.0,2.0,2.0,3.0,11.0,1.0,3.0,2.0,1.0,1.0,2.0,5.0,2.0,0.0,0.0,4.0,2.0,2.0,11.0,3.0,2.0,1.0,2.0,2.0,0.0,6.0
4298,8.0,3.0,0.0,3.0,1.0,0.0,0.0,11.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,4.0,4.0,2.0,5.0,5.0,6.0,3.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,13.0
4299,10.0,2.0,3.0,3.0,2.0,2.0,3.0,14.0,3.0,1.0,2.0,3.0,5.0,2.0,12.0,0.0,6.0,0.0,1.0,1.0,2.0,11.0,4.0,1.0,1.0,2.0,1.0,3.0,10.0,1.0,4.0,3.0,1.0,3.0,3.0,11.0
4300,8.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,5.0,3.0,2.0,2.0,6.0,0.0,2.0,4.0,2.0,0.0,0.0,7.0,3.0,0.0,1.0,1.0,2.0,4.0,11.0,1.0,2.0,2.0,2.0,1.0,2.0,8.0
4301,12.0,0.0,1.0,2.0,1.0,1.0,1.0,13.0,0.0,3.0,2.0,3.0,2.0,1.0,10.0,6.0,1.0,3.0,3.0,4.0,3.0,9.0,4.0,2.0,1.0,2.0,2.0,2.0,12.0,0.0,2.0,2.0,3.0,1.0,3.0,7.0
4302,10.0,0.0,3.0,0.0,2.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,2.0,12.0,1.0,2.0,2.0,3.0,0.0,2.0,6.0,2.0,0.0,3.0,5.0,3.0,3.0,9.0,2.0,3.0,4.0,0.0,3.0,3.0,5.0
4303,8.0,2.0,1.0,1.0,0.0,2.0,0.0,11.0,0.0,2.0,1.0,0.0,2.0,5.0,11.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,10.0,0.0,4.0,2.0,1.0,1.0,7.0,3.0
4304,4.0,3.0,2.0,3.0,3.0,2.0,3.0,6.0,3.0,2.0,2.0,2.0,3.0,0.0,5.0,5.0,3.0,2.0,1.0,2.0,1.0,10.0,7.0,0.0,1.0,0.0,2.0,2.0,8.0,3.0,1.0,2.0,0.0,2.0,1.0,5.0
4305,13.0,3.0,5.0,1.0,2.0,1.0,3.0,5.0,2.0,4.0,1.0,1.0,3.0,3.0,9.0,2.0,2.0,3.0,1.0,3.0,2.0,6.0,6.0,2.0,2.0,1.0,2.0,0.0,6.0,3.0,1.0,6.0,2.0,2.0,4.0,8.0
4306,7.0,0.0,2.0,2.0,1.0,4.0,2.0,6.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,9.0,1.0,2.0,4.0,1.0,1.0,3.0,10.0,1.0,4.0,1.0,1.0,2.0,1.0,8.0
4307,7.0,0.0,4.0,1.0,3.0,2.0,0.0,2.0,4.0,3.0,2.0,2.0,3.0,0.0,5.0,1.0,2.0,4.0,2.0,2.0,2.0,9.0,2.0,3.0,4.0,2.0,1.0,1.0,7.0,5.0,4.0,1.0,3.0,0.0,0.0,8.0
4308,7.0,2.0,5.0,1.0,2.0,0.0,1.0,10.0,0.0,2.0,2.0,3.0,2.0,0.0,10.0,2.0,2.0,1.0,5.0,2.0,4.0,7.0,1.0,3.0,2.0,2.0,1.0,0.0,11.0,3.0,1.0,2.0,2.0,1.0,3.0,12.0
4309,12.0,1.0,0.0,1.0,2.0,2.0,2.0,9.0,3.0,2.0,3.0,2.0,1.0,1.0,8.0,5.0,1.0,3.0,1.0,3.0,3.0,9.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,3.0,6.0
4310,9.0,1.0,1.0,1.0,0.0,3.0,4.0,11.0,0.0,3.0,4.0,1.0,7.0,1.0,9.0,3.0,2.0,0.0,0.0,1.0,1.0,11.0,2.0,1.0,1.0,0.0,2.0,3.0,8.0,2.0,2.0,0.0,2.0,5.0,1.0,8.0
4311,7.0,3.0,1.0,1.0,3.0,0.0,1.0,9.0,2.0,2.0,2.0,2.0,2.0,1.0,10.0,2.0,5.0,2.0,3.0,0.0,2.0,7.0,0.0,0.0,0.0,4.0,4.0,2.0,6.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0
4312,6.0,2.0,3.0,2.0,1.0,3.0,2.0,10.0,2.0,0.0,2.0,2.0,2.0,6.0,6.0,1.0,2.0,1.0,1.0,3.0,2.0,9.0,1.0,2.0,4.0,0.0,2.0,4.0,8.0,3.0,1.0,1.0,2.0,3.0,2.0,11.0
4313,7.0,2.0,4.0,2.0,1.0,5.0,3.0,8.0,2.0,0.0,1.0,2.0,1.0,3.0,10.0,6.0,1.0,1.0,1.0,1.0,2.0,6.0,0.0,3.0,1.0,2.0,2.0,0.0,11.0,0.0,2.0,3.0,3.0,0.0,1.0,11.0
4314,4.0,2.0,3.0,6.0,1.0,1.0,0.0,5.0,3.0,3.0,1.0,3.0,2.0,1.0,11.0,2.0,0.0,2.0,2.0,5.0,1.0,6.0,2.0,2.0,2.0,5.0,3.0,3.0,10.0,3.0,2.0,1.0,4.0,3.0,1.0,10.0
4315,11.0,5.0,3.0,0.0,1.0,3.0,3.0,11.0,6.0,2.0,1.0,1.0,4.0,7.0,7.0,0.0,3.0,2.0,3.0,4.0,0.0,4.0,2.0,5.0,1.0,0.0,0.0,1.0,7.0,1.0,3.0,0.0,2.0,2.0,6.0,14.0
4316,8.0,1.0,2.0,2.0,5.0,3.0,3.0,11.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0,5.0,3.0,1.0,2.0,3.0,12.0,1.0,1.0,5.0,3.0,1.0,4.0,6.0,4.0,1.0,1.0,1.0,1.0,2.0,9.0
4317,4.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,1.0,2.0,3.0,1.0,2.0,4.0,15.0,0.0,4.0,4.0,3.0,1.0,2.0,7.0,3.0,3.0,1.0,2.0,0.0,6.0,9.0,2.0,1.0,1.0,1.0,2.0,3.0,6.0
4318,12.0,0.0,3.0,2.0,4.0,0.0,1.0,13.0,3.0,3.0,1.0,2.0,3.0,1.0,10.0,2.0,1.0,2.0,1.0,5.0,2.0,7.0,8.0,5.0,2.0,0.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,6.0
4319,9.0,4.0,3.0,2.0,0.0,1.0,2.0,13.0,3.0,1.0,5.0,1.0,1.0,2.0,8.0,1.0,2.0,3.0,5.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,10.0,2.0,2.0,1.0,3.0,2.0,1.0,15.0
4320,11.0,1.0,0.0,4.0,1.0,1.0,2.0,6.0,1.0,2.0,1.0,5.0,0.0,3.0,7.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,5.0,3.0,2.0,6.0,2.0,2.0,2.0,8.0
4321,6.0,3.0,0.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,5.0,4.0,0.0,3.0,2.0,1.0,1.0,5.0,3.0,2.0,3.0,3.0,1.0,3.0,6.0,2.0,6.0,1.0,3.0,3.0,1.0,8.0
4322,10.0,2.0,0.0,1.0,1.0,0.0,4.0,8.0,2.0,4.0,1.0,2.0,2.0,2.0,6.0,4.0,3.0,2.0,0.0,1.0,5.0,8.0,1.0,3.0,2.0,0.0,1.0,1.0,7.0,2.0,4.0,3.0,0.0,2.0,4.0,3.0
4323,7.0,2.0,2.0,2.0,1.0,4.0,3.0,10.0,2.0,2.0,1.0,5.0,3.0,6.0,4.0,3.0,2.0,4.0,1.0,0.0,3.0,9.0,2.0,0.0,5.0,2.0,1.0,2.0,6.0,2.0,0.0,0.0,1.0,1.0,4.0,5.0
4324,4.0,6.0,2.0,2.0,2.0,2.0,0.0,5.0,2.0,2.0,1.0,1.0,3.0,3.0,10.0,1.0,2.0,3.0,1.0,1.0,1.0,10.0,1.0,0.0,2.0,2.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,11.0
4325,7.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,1.0,2.0,2.0,6.0,1.0,6.0,2.0,0.0,4.0,2.0,3.0,1.0,8.0,2.0,0.0,1.0,2.0,0.0,4.0,9.0,4.0,0.0,1.0,0.0,3.0,2.0,13.0
4326,10.0,4.0,3.0,2.0,5.0,2.0,1.0,13.0,1.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,8.0,2.0,2.0,12.0,1.0,1.0,6.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,4.0,2.0,6.0
4327,9.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,1.0,3.0,1.0,10.0,1.0,1.0,3.0,1.0,2.0,4.0,7.0,3.0,2.0,3.0,2.0,3.0,1.0,10.0,2.0,4.0,0.0,2.0,1.0,2.0,8.0
4328,9.0,2.0,3.0,0.0,3.0,4.0,0.0,12.0,2.0,3.0,1.0,0.0,0.0,6.0,14.0,2.0,2.0,5.0,2.0,3.0,0.0,5.0,1.0,2.0,3.0,4.0,1.0,4.0,9.0,3.0,1.0,2.0,2.0,2.0,1.0,7.0
4329,6.0,1.0,0.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,5.0,8.0,3.0,3.0,1.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,9.0,3.0,0.0,3.0,1.0,2.0,2.0,5.0
4330,5.0,1.0,2.0,1.0,0.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,13.0,3.0,6.0,1.0,5.0,1.0,5.0,10.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,9.0
4331,7.0,0.0,0.0,2.0,1.0,0.0,3.0,11.0,1.0,2.0,2.0,4.0,0.0,0.0,13.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,5.0,3.0,1.0,2.0,2.0,6.0,2.0,2.0,4.0,3.0,2.0,0.0,8.0
4332,3.0,3.0,4.0,2.0,2.0,1.0,2.0,7.0,3.0,0.0,3.0,3.0,2.0,2.0,11.0,3.0,1.0,2.0,3.0,3.0,0.0,8.0,2.0,0.0,2.0,1.0,3.0,3.0,8.0,1.0,1.0,2.0,3.0,2.0,5.0,3.0
4333,8.0,1.0,0.0,1.0,1.0,4.0,3.0,7.0,1.0,1.0,2.0,2.0,0.0,1.0,9.0,5.0,1.0,3.0,3.0,1.0,4.0,7.0,3.0,1.0,2.0,1.0,2.0,3.0,8.0,1.0,0.0,1.0,2.0,2.0,4.0,8.0
4334,5.0,4.0,3.0,3.0,1.0,5.0,1.0,7.0,2.0,0.0,1.0,2.0,3.0,4.0,6.0,1.0,5.0,0.0,5.0,1.0,2.0,10.0,3.0,0.0,5.0,0.0,1.0,2.0,11.0,4.0,1.0,3.0,1.0,2.0,0.0,9.0
4335,8.0,4.0,1.0,4.0,2.0,1.0,0.0,9.0,2.0,3.0,4.0,4.0,0.0,5.0,7.0,1.0,1.0,3.0,1.0,1.0,2.0,11.0,5.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,0.0,1.0,2.0,2.0,0.0,7.0
4336,7.0,3.0,3.0,3.0,2.0,1.0,3.0,5.0,4.0,2.0,4.0,1.0,1.0,3.0,10.0,4.0,2.0,3.0,3.0,1.0,1.0,6.0,4.0,0.0,2.0,1.0,3.0,0.0,4.0,6.0,3.0,1.0,4.0,1.0,5.0,5.0
4337,9.0,3.0,4.0,2.0,2.0,2.0,1.0,9.0,1.0,2.0,1.0,1.0,2.0,5.0,9.0,0.0,2.0,3.0,5.0,0.0,5.0,9.0,5.0,2.0,2.0,2.0,3.0,5.0,10.0,0.0,2.0,3.0,3.0,2.0,3.0,8.0
4338,7.0,2.0,1.0,3.0,3.0,5.0,2.0,6.0,1.0,3.0,3.0,4.0,3.0,0.0,8.0,2.0,1.0,7.0,3.0,1.0,5.0,8.0,0.0,2.0,2.0,1.0,2.0,2.0,10.0,2.0,2.0,2.0,2.0,0.0,1.0,9.0
4339,3.0,2.0,4.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,4.0,1.0,2.0,2.0,9.0,2.0,1.0,2.0,2.0,3.0,0.0,8.0,1.0,1.0,2.0,1.0,2.0,3.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0
4340,11.0,1.0,0.0,2.0,3.0,2.0,0.0,4.0,2.0,0.0,2.0,1.0,2.0,2.0,5.0,2.0,1.0,5.0,1.0,2.0,2.0,14.0,1.0,2.0,1.0,2.0,2.0,2.0,9.0,1.0,0.0,2.0,1.0,4.0,2.0,4.0
4341,8.0,2.0,3.0,3.0,1.0,2.0,8.0,8.0,4.0,3.0,2.0,2.0,2.0,1.0,11.0,2.0,1.0,2.0,4.0,2.0,1.0,14.0,1.0,4.0,3.0,2.0,1.0,2.0,9.0,5.0,2.0,1.0,2.0,4.0,1.0,10.0
4342,6.0,2.0,1.0,3.0,2.0,1.0,3.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,9.0,2.0,2.0,3.0,2.0,2.0,4.0,8.0,3.0,2.0,1.0,2.0,3.0,0.0,10.0,1.0,2.0,4.0,6.0,2.0,3.0,6.0
4343,3.0,4.0,2.0,1.0,2.0,2.0,4.0,8.0,2.0,3.0,2.0,3.0,2.0,1.0,8.0,0.0,3.0,2.0,3.0,2.0,2.0,7.0,5.0,1.0,2.0,3.0,3.0,0.0,7.0,2.0,3.0,3.0,4.0,0.0,4.0,9.0
4344,8.0,3.0,4.0,1.0,5.0,2.0,4.0,10.0,1.0,1.0,2.0,0.0,2.0,2.0,9.0,4.0,0.0,1.0,0.0,4.0,1.0,12.0,2.0,0.0,2.0,1.0,4.0,0.0,9.0,0.0,0.0,2.0,0.0,2.0,2.0,7.0
4345,12.0,1.0,3.0,2.0,0.0,2.0,0.0,11.0,1.0,0.0,1.0,1.0,1.0,5.0,11.0,5.0,3.0,1.0,2.0,3.0,1.0,10.0,3.0,2.0,2.0,4.0,4.0,1.0,9.0,3.0,3.0,4.0,1.0,0.0,1.0,7.0
4346,7.0,2.0,6.0,2.0,4.0,1.0,1.0,6.0,1.0,2.0,0.0,1.0,2.0,1.0,10.0,2.0,2.0,2.0,3.0,1.0,2.0,10.0,1.0,6.0,1.0,2.0,5.0,3.0,10.0,2.0,1.0,1.0,1.0,0.0,2.0,9.0
4347,12.0,0.0,1.0,10.0,2.0,2.0,1.0,11.0,1.0,0.0,2.0,3.0,3.0,2.0,8.0,1.0,3.0,0.0,1.0,2.0,3.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,3.0,0.0,2.0,2.0,3.0,7.0
4348,6.0,2.0,2.0,2.0,1.0,1.0,2.0,7.0,3.0,1.0,0.0,1.0,0.0,0.0,7.0,2.0,4.0,1.0,1.0,3.0,0.0,5.0,4.0,2.0,3.0,4.0,0.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0
4349,9.0,4.0,2.0,3.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,3.0,4.0,2.0,8.0,3.0,1.0,1.0,0.0,4.0,2.0,11.0,4.0,4.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,1.0,2.0,4.0,4.0,12.0
4350,11.0,0.0,3.0,4.0,1.0,4.0,1.0,8.0,0.0,3.0,3.0,0.0,5.0,3.0,9.0,0.0,3.0,2.0,2.0,1.0,2.0,9.0,0.0,2.0,1.0,3.0,4.0,3.0,7.0,2.0,4.0,1.0,2.0,3.0,1.0,11.0
4351,10.0,1.0,0.0,2.0,2.0,1.0,2.0,6.0,3.0,1.0,1.0,1.0,5.0,1.0,15.0,2.0,0.0,2.0,1.0,0.0,6.0,10.0,3.0,4.0,1.0,1.0,2.0,0.0,6.0,4.0,1.0,1.0,1.0,2.0,2.0,6.0
4352,13.0,2.0,3.0,2.0,2.0,1.0,0.0,7.0,0.0,2.0,0.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,5.0,3.0,1.0,15.0,2.0,4.0,0.0,1.0,4.0,1.0,8.0,1.0,1.0,1.0,4.0,4.0,3.0,11.0
4353,6.0,4.0,1.0,2.0,0.0,5.0,1.0,6.0,1.0,1.0,2.0,2.0,3.0,0.0,7.0,1.0,5.0,2.0,3.0,0.0,2.0,7.0,0.0,0.0,0.0,2.0,2.0,1.0,11.0,1.0,3.0,3.0,1.0,1.0,3.0,7.0
4354,9.0,0.0,0.0,3.0,0.0,3.0,2.0,7.0,0.0,1.0,1.0,3.0,3.0,3.0,8.0,1.0,1.0,2.0,2.0,0.0,3.0,9.0,2.0,0.0,1.0,1.0,2.0,1.0,13.0,1.0,3.0,3.0,2.0,2.0,3.0,10.0
4355,9.0,3.0,1.0,3.0,6.0,2.0,1.0,10.0,4.0,0.0,1.0,1.0,1.0,2.0,10.0,3.0,3.0,5.0,1.0,0.0,3.0,11.0,4.0,2.0,3.0,4.0,0.0,3.0,12.0,4.0,0.0,2.0,3.0,8.0,2.0,8.0
4356,6.0,2.0,2.0,3.0,1.0,2.0,2.0,9.0,2.0,4.0,3.0,0.0,0.0,2.0,7.0,1.0,2.0,5.0,6.0,2.0,4.0,5.0,1.0,4.0,3.0,4.0,2.0,0.0,12.0,1.0,1.0,1.0,2.0,5.0,1.0,8.0
4357,5.0,2.0,3.0,2.0,2.0,4.0,2.0,9.0,2.0,2.0,2.0,0.0,3.0,2.0,17.0,2.0,3.0,1.0,2.0,5.0,2.0,6.0,4.0,3.0,3.0,0.0,1.0,1.0,6.0,3.0,0.0,0.0,1.0,6.0,0.0,12.0
4358,5.0,2.0,2.0,2.0,3.0,1.0,3.0,11.0,2.0,4.0,3.0,4.0,2.0,2.0,10.0,3.0,1.0,4.0,1.0,3.0,2.0,10.0,0.0,0.0,1.0,3.0,1.0,0.0,16.0,2.0,3.0,1.0,1.0,2.0,1.0,11.0
4359,11.0,2.0,1.0,0.0,1.0,4.0,3.0,8.0,2.0,3.0,2.0,1.0,0.0,1.0,10.0,2.0,0.0,1.0,1.0,4.0,4.0,7.0,1.0,3.0,3.0,0.0,4.0,0.0,10.0,1.0,3.0,0.0,2.0,0.0,4.0,8.0
4360,5.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,4.0,1.0,9.0,2.0,2.0,2.0,4.0,2.0,2.0,6.0,4.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,0.0,1.0,8.0
4361,8.0,1.0,0.0,4.0,1.0,4.0,1.0,10.0,0.0,0.0,4.0,1.0,4.0,2.0,11.0,1.0,3.0,2.0,2.0,3.0,1.0,15.0,2.0,1.0,2.0,2.0,6.0,0.0,17.0,3.0,2.0,1.0,3.0,0.0,1.0,6.0
4362,10.0,2.0,2.0,1.0,2.0,3.0,6.0,11.0,4.0,2.0,1.0,2.0,1.0,0.0,8.0,2.0,4.0,1.0,3.0,4.0,2.0,5.0,5.0,2.0,4.0,2.0,1.0,2.0,6.0,5.0,3.0,5.0,1.0,1.0,2.0,6.0
4363,17.0,1.0,3.0,3.0,2.0,3.0,1.0,9.0,2.0,3.0,0.0,0.0,3.0,2.0,10.0,1.0,2.0,2.0,2.0,0.0,2.0,9.0,1.0,4.0,2.0,1.0,1.0,1.0,9.0,0.0,2.0,5.0,1.0,3.0,2.0,12.0
4364,16.0,1.0,4.0,3.0,4.0,4.0,2.0,9.0,0.0,1.0,2.0,3.0,3.0,2.0,10.0,1.0,2.0,4.0,1.0,4.0,3.0,7.0,2.0,2.0,1.0,5.0,1.0,1.0,12.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0
4365,7.0,2.0,2.0,0.0,3.0,5.0,2.0,10.0,2.0,1.0,6.0,3.0,0.0,6.0,10.0,0.0,3.0,1.0,2.0,4.0,4.0,10.0,3.0,2.0,4.0,1.0,2.0,0.0,10.0,1.0,2.0,4.0,0.0,1.0,1.0,10.0
4366,6.0,3.0,4.0,1.0,3.0,4.0,1.0,13.0,4.0,0.0,3.0,2.0,2.0,1.0,4.0,0.0,2.0,4.0,0.0,1.0,4.0,12.0,1.0,3.0,2.0,2.0,2.0,4.0,12.0,2.0,2.0,1.0,2.0,1.0,1.0,11.0
4367,8.0,1.0,4.0,1.0,2.0,0.0,0.0,6.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,5.0,3.0,1.0,2.0,1.0,3.0,9.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,2.0,3.0,5.0,12.0
4368,8.0,2.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,15.0,1.0,0.0,2.0,2.0,3.0,2.0,7.0,1.0,3.0,4.0,1.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,6.0
4369,8.0,1.0,2.0,1.0,0.0,1.0,1.0,9.0,4.0,2.0,4.0,0.0,2.0,2.0,6.0,4.0,1.0,7.0,1.0,2.0,2.0,9.0,1.0,4.0,1.0,4.0,2.0,7.0,8.0,2.0,5.0,1.0,2.0,2.0,3.0,7.0
4370,6.0,2.0,9.0,3.0,2.0,2.0,1.0,10.0,1.0,2.0,1.0,1.0,2.0,1.0,9.0,3.0,2.0,1.0,2.0,3.0,1.0,5.0,2.0,2.0,3.0,0.0,5.0,0.0,9.0,5.0,1.0,4.0,3.0,1.0,2.0,10.0
4371,9.0,2.0,2.0,3.0,2.0,1.0,2.0,5.0,2.0,1.0,0.0,3.0,5.0,1.0,8.0,3.0,0.0,2.0,3.0,6.0,1.0,3.0,2.0,0.0,3.0,0.0,1.0,1.0,13.0,0.0,4.0,5.0,0.0,4.0,4.0,6.0
4372,6.0,3.0,3.0,4.0,1.0,2.0,2.0,8.0,4.0,2.0,1.0,2.0,1.0,2.0,9.0,1.0,3.0,1.0,4.0,1.0,2.0,12.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,11.0
4373,10.0,3.0,2.0,4.0,4.0,4.0,2.0,10.0,2.0,4.0,3.0,0.0,1.0,2.0,12.0,1.0,2.0,3.0,1.0,1.0,0.0,10.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,1.0,3.0,1.0,1.0,3.0,9.0
4374,10.0,1.0,2.0,3.0,2.0,1.0,0.0,8.0,6.0,1.0,2.0,4.0,2.0,2.0,8.0,0.0,3.0,2.0,0.0,2.0,4.0,6.0,1.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,6.0
